skew_confidence,distance_closest_building,road_area,car_area,car_area_quantile,road_area_quantile,abs_slope_diff_huber,skew_confidence_quantile,distance_closest_building_quantile
3,6.231253476760833,200395.5,32490,D3,D5,0.9413180755465751,D1,D1
110,9.382733406768232,332610,73668,D6,D10,0.5045509073514802,D10,D4
128,8.360474189237092,172483.5,88348.5,D6,D4,0.8738915603139104,D10,D3
7,10.118139667587958,226707.5,97424,D7,D7,0.8071876497048951,D2,D6
7,9.934399567037987,218541,134089,D9,D6,0.5051625082401348,D2,D5
13,12.423795958779886,246854,74096.5,D6,D8,1.112702921655968,D3,D9
15,9.809697135,220168.5,56990.5,D5,D6,0.094358729,D4,D5
1,9.308830744280742,168540.5,168116.5,D10,D3,0.4212080517675254,D1,D4
2,11.054579244679276,367100,35605,D4,D10,1.9651373761491877,D1,D7
1,14.071629563374806,237853,75910.5,D6,D7,0.6037624681925733,D1,D10
3,19.93900368828768,317218,0,D1,D10,1.0793336337017578,D1,D10
116,10.019596167778724,237320.5,71613,D5,D7,0.42813053633866094,D10,D6
10,13.530783152125224,135775,74373,D6,D2,0.2769180416535537,D3,D10
32,8.690252549132365,232872.5,94393,D7,D7,0.22752956364271348,D6,D3
25,5.167886246243596,66658,122508.5,D8,D1,0.989527366,D5,D1
22,10.910432634289432,184276,186332.5,D10,D4,0.45397377943421713,D5,D7
17,6.0094838513922015,163272.5,183557.5,D10,D3,0.1314887398234612,D4,D1
31,7.118538497953759,159872,64895,D5,D3,0.891247495,D6,D2
44,9.353026222,225441,35568.5,D4,D7,1.4101150694721447,D7,D4
14,6.449476169058545,164250.5,86850,D6,D3,1.2069660826868596,D4,D1
11,11.124245902385356,233517,132124.5,D8,D7,1.6845010968660912,D3,D7
227,8.392027388089698,102951.5,147254,D9,D1,0.13179961789408345,D10,D3
20,6.471497368,123008.5,179468,D10,D2,0.6548815768775551,D5,D1
41,7.692497525,90713,191541,D10,D1,1.8850260644634762,D7,D2
49,5.089387825540589,108646,148280,D9,D2,0.1744950854755114,D8,D1
28,11.441819997373454,230890.5,0,D1,D7,1.175225513983679,D6,D8
17,9.174496654168951,200599.5,63423,D5,D5,0.16917267571929617,D4,D4
39,9.363034425,224624.5,76330.5,D6,D7,1.0690345163939083,D7,D4
35,5.0905967113734425,31883,236382,D10,D1,2.801091694448856,D7,D1
38,7.852853765772459,177187.5,43068.5,D4,D4,0.18332520303724031,D7,D2
32,10.63078168,240830.5,82583.5,D6,D8,0.3252214684879835,D6,D7
50,12.191452947138345,258368,74433,D6,D8,0.8502424124974688,D8,D9
8,10.768283231325762,142345.5,100019,D7,D2,0.523811148,D2,D7
21,7.617422031696301,305400,51634,D4,D10,0.22275258827110278,D5,D2
7,13.994316501938185,183446,412,D1,D4,0.3034601972281825,D2,D10
26,11.57268478978804,213352.5,155002,D9,D6,1.6187164749326968,D5,D8
18,15.338620448299688,321186,51207,D4,D10,0.8366231611075348,D4,D10
20,8.452295545508958,139570.5,165385.5,D10,D2,1.3718795581553422,D5,D3
8,8.525394298935277,166659.5,96007.5,D7,D3,0.697705602,D2,D3
9,11.525037876373712,171657.5,6058,D2,D4,0.6851484788049174,D3,D8
22,8.720480562029557,157827.5,65524.5,D5,D3,0.5462520728514768,D5,D3
45,6.353977615832974,63596,208639,D10,D1,1.1276771310639013,D8,D1
48,8.799786257536256,270683,59182,D5,D9,2.8798501681709423,D8,D3
10,10.267065195762298,179179,62640,D5,D4,2.1765366519086817,D3,D6
22,10.36717447757717,220834,6175,D2,D6,0.061896172,D5,D6
24,9.491191889565515,251024,99130,D7,D8,2.395045417506261,D5,D5
26,11.83167635,282360,81475.5,D6,D9,0.5481630458424975,D5,D8
5,7.691693591350976,152070,184899.5,D10,D3,0.2214490632037096,D2,D2
27,8.746689537,225079.5,101687,D7,D7,1.308989046756592,D6,D3
3,9.904112960189162,181509,63839,D5,D4,0.7313777967594817,D1,D5
192,6.207568873601983,50405,280438,D10,D1,0.4567915241555447,D10,D1
1,10.777287721934378,243892.5,40714.5,D4,D8,0.6372707304055245,D1,D7
10,10.748355031923948,222743.5,114843.5,D8,D6,1.9572259500541014,D3,D7
15,8.794330157485994,241473,101646.5,D7,D8,0.694448992,D4,D3
8,11.013923611250522,297068.5,69004,D5,D10,0.45452579145147975,D2,D7
3,10.442048073480082,213624,0,D1,D6,2.2382784214612075,D1,D6
77,9.582245429,254918.5,99961,D7,D8,2.174130350926447,D9,D5
41,9.395635502572706,177643,54695,D5,D4,0.3468694942943218,D7,D4
141,8.840771712,260025,20493,D3,D9,0.29829815354425193,D10,D3
78,9.839657768647562,228544,81936.5,D6,D7,0.4226060992613814,D9,D5
13,13.944607814138916,141290.5,78640.5,D6,D2,4.6437311007239925,D3,D10
41,11.234828884711026,99340.5,166597.5,D10,D1,1.9075938648906883,D7,D7
6,11.519987191771056,146758.5,528.5,D1,D3,0.7822988089043506,D2,D8
8,10.38484415,217657.5,153952.5,D9,D6,2.3180677424422997,D2,D6
49,7.851428590794748,240708,98251.5,D7,D8,1.0722904937260749,D8,D2
25,9.335260679816122,265023.5,52381.5,D4,D9,0.14009336246552095,D5,D4
1,9.932554746634343,284401,2593,D2,D9,1.2559095909508837,D1,D5
27,10.046035011319352,59710.5,59694,D5,D1,0.7507057489513782,D6,D6
80,12.982008793015533,293159,33399.5,D3,D10,1.0920035200492135,D9,D9
53,8.098207471148095,142171,132996,D9,D2,0.14656505083926064,D8,D2
7,9.406904021986126,303208,44681,D4,D10,0.012752815521137606,D2,D4
5,10.991681520631362,112839,260,D1,D2,0.5663752831073126,D2,D7
5,9.917250160796971,199872,125233.5,D8,D5,1.6084964820897012,D2,D5
17,11.258780554068862,117246.5,212659,D10,D2,3.3580717023336595,D4,D7
8,7.658764863,194319,101906,D7,D5,0.093748394,D2,D2
54,10.820430253755678,192651,18081,D3,D5,1.0044325490708976,D8,D7
26,8.313034366,190624,35629,D4,D5,0.8836062238844322,D5,D3
64,9.199102029618365,236398,72555,D5,D7,0.45452422490867495,D9,D4
35,9.281911234347772,159517,118816.5,D8,D3,2.800526325,D7,D4
16,8.923851471039189,92039,193240.5,D10,D1,0.19035985781613984,D4,D3
36,7.976598012112618,141376.5,42176,D4,D2,0.17262335329874823,D7,D2
25,4.863810645681273,37198,0,D1,D1,0.9907108601111831,D5,D1
8,9.629354098,16161,239919,D10,D1,0.14783325845883066,D2,D5
1,22.25377446800672,219901,2087.5,D2,D6,0.8270273338506673,D1,D10
43,11.268786143983304,183412,38544,D4,D4,1.7360777173760624,D7,D7
10,9.230230197,42048,0,D1,D1,1.5817913463078348,D3,D4
5,13.357053957392203,155102.5,43085.5,D4,D3,1.8215019196405988,D2,D10
12,9.6471004,288952,85727,D6,D10,0.6082855581048499,D3,D5
37,10.73176628,327443,3402,D2,D10,1.3094712147596734,D7,D7
70,8.466070228650995,125327,187187.5,D10,D2,0.2281317791923163,D9,D3
27,8.687575869425373,63299,231298,D10,D1,2.1050220453220563,D6,D3
85,8.144859759784191,215869,126378,D8,D6,1.4933590707669593,D9,D2
44,7.726585450646431,262404,0,D1,D9,0.096751421,D7,D2
10,10.72044207276868,251391.5,52248.5,D4,D8,0.545551427,D3,D7
60,9.303789517,318730,33164,D3,D10,0.1468615264788946,D8,D4
69,8.998301409762096,242035,81877,D6,D8,0.002554423,D9,D4
31,11.127791920326151,233120,17341,D3,D7,0.16389828714955534,D6,D7
58,8.147116229,199104,33719.5,D3,D5,0.4653905949482402,D8,D2
9,12.504332040458555,251235,91143.5,D6,D8,1.5470731797173611,D3,D9
24,12.595539182415298,259848.5,24865.5,D3,D9,0.4743717915961225,D5,D9
24,7.561227575997518,183565,110282.5,D7,D4,2.790079416,D5,D2
22,11.023718186029512,319589,46799,D4,D10,0.6260022426643914,D5,D7
17,9.409795678735868,86882.5,181257.5,D10,D1,2.575529596245717,D4,D4
14,9.049640599654952,278752,40923,D4,D9,2.4704726396694596,D4,D4
35,12.106165488467076,287131,84775,D6,D10,1.2382463045920407,D7,D9
43,12.468683857721048,263648,20996,D3,D9,0.8827828849449695,D7,D9
88,4.541055192631148,166211.5,5857,D2,D3,0.9010383483816833,D9,D1
31,5.383997541950544,82908.5,95524.5,D7,D1,0.4009021681579421,D6,D1
53,9.799831334335684,168673.5,0,D1,D3,0.8438334342011551,D8,D5
65,7.529154726714273,243603,56236.5,D5,D8,1.078987991004805,D9,D2
5,8.996292079173147,218947.5,58192.5,D5,D6,1.1176633572790626,D2,D4
35,22.053766358524616,90758.5,0,D1,D1,6.318027149828046,D7,D10
3,12.175392343121052,206306.5,2507.5,D2,D5,0.584881912,D1,D9
12,9.176795018333069,200110.5,134072.5,D9,D5,2.743184464205143,D3,D4
62,3.1404985227180817,106189,0,D1,D2,0.044192719,D9,D1
81,7.614434680914332,158559,115087,D8,D3,1.1477912978230886,D9,D2
43,9.794354715,190932.5,124908,D8,D5,1.1790186380621845,D7,D5
8,11.773853386358644,198395.5,27493.5,D3,D5,0.2876932399983314,D2,D8
18,11.883159813565232,281312.5,92695.5,D6,D9,1.5559428512198359,D4,D8
146,11.754589823126944,223371,0,D1,D7,2.065549510093267,D10,D8
21,8.906414753437508,172157.5,121264.5,D8,D4,1.8220190601789001,D5,D3
15,9.960833569801796,168504,132871,D9,D3,3.2120513229066336,D4,D5
1,9.684005942,267053,80964.5,D6,D9,0.768045982,D1,D5
43,9.543367235289818,211933,46771,D4,D6,0.15261958874275017,D7,D5
58,9.706202399748262,223867.5,134718,D9,D7,1.360036779849315,D8,D5
7,6.417428825476653,84055,0,D1,D1,2.0188365565360504,D2,D1
33,8.963087106422833,251323,106250,D7,D8,1.6610207239130954,D6,D3
15,12.42098181477778,279292,78193,D6,D9,0.14314231937422672,D4,D9
7,8.702193322710757,85075,207524.5,D10,D1,1.7551463245531718,D2,D3
38,9.310741426,11643,0,D1,D1,0.6840862900614297,D7,D4
26,10.282083441683492,134266.5,177450.5,D10,D2,1.0251633433269598,D5,D6
5,9.154811951271594,212720,97768,D7,D6,2.6714931885624575,D2,D4
20,13.665861839792418,183625,100724,D7,D4,1.1146766298549373,D5,D10
74,10.169275966717397,106706,179378,D10,D2,1.9673235866768133,D9,D6
10,11.32680832699639,261900,81715.5,D6,D9,0.3306640374572174,D3,D7
34,11.964775256449398,313747.5,44919.5,D4,D10,0.5737861370834096,D6,D8
1,10.238358211759437,176450,92479.5,D6,D4,2.104445961356448,D1,D6
12,11.228072704615268,330284,32835,D3,D10,1.5770945256669924,D3,D7
14,9.515327960641542,254447.5,54204.5,D5,D8,0.6805315777377086,D4,D5
94,6.620415054720456,152992,127861.5,D8,D3,1.5758087716652298,D10,D1
12,7.088384841073967,161558.5,22579,D3,D3,1.1365995638984154,D3,D2
15,7.783759706707314,263412,1260,D2,D9,1.9643525266756976,D4,D2
37,9.949285348901611,200860,53948,D5,D5,1.2876812708283971,D7,D5
39,12.27009471934363,233599,96756.5,D7,D7,0.001588828,D7,D9
57,8.290254052665013,273730.5,30982,D3,D9,0.923787878,D8,D3
3,5.626299873993455,165120,127206,D8,D3,0.7000641976999749,D1,D1
125,6.216088935708071,187848.5,41060,D4,D4,0.029638594,D10,D1
61,7.111021255841094,216159.5,21407.5,D3,D6,0.6354206622518683,D8,D2
47,6.904663155696257,204852,0,D1,D5,0.5083606128350304,D8,D1
17,12.17482754758366,271803,13940,D2,D9,0.23784551433458834,D4,D9
27,9.517409111905604,281722,0,D1,D9,0.9067329240456283,D6,D5
6,8.678556873079453,295597,18067,D3,D10,1.9744674174386336,D2,D3
34,9.509097827533092,242520.5,50825.5,D4,D8,0.33612901451464783,D6,D5
18,9.503816842685566,267298,71447,D5,D9,0.32016287147754596,D4,D5
33,8.939930383457583,178112,157226.5,D9,D4,2.241414064145242,D6,D3
87,6.943756245348131,221317,104845.5,D7,D6,0.6975973179167276,D9,D1
51,9.480326891,182543,62769,D5,D4,0.6707249032917195,D8,D5
25,9.321043217,200631.5,79342,D6,D5,2.6300733380349675,D5,D4
31,10.20092811483956,271313,144283.5,D9,D9,0.6293351815963355,D6,D6
2,10.027359885671007,82851,134660.5,D9,D1,0.37476691692276276,D1,D6
13,20.819362965866443,196226,0,D1,D5,0.5133478165939565,D3,D10
14,7.740404030039835,211626.5,9168,D2,D6,0.6315759577042339,D4,D2
1,24.142149081779124,6616,56547,D5,D1,0.3936277788497753,D1,D10
11,12.421818093454956,215603.5,145958.5,D9,D6,0.5708887761871022,D3,D9
4,10.067571152313398,123322.5,162157.5,D9,D2,3.0943611366374224,D1,D6
31,10.747351785638646,296102,34092,D3,D10,0.5300044968470097,D6,D7
110,8.146055398920895,160223,124947.5,D8,D3,1.099068686641167,D10,D2
190,13.861300568701015,187422,50010,D4,D4,0.3887946962821802,D10,D10
25,9.857379575,263469.5,78856,D6,D9,0.1321455434210792,D5,D5
83,9.304060577705137,311966,0,D1,D10,0.5289024713123522,D9,D4
21,7.589224009702448,153322.5,156433.5,D9,D3,0.509973442,D5,D2
15,12.04880962781644,278052.5,26093,D3,D9,1.740996682198027,D4,D9
112,9.056734723828267,177791,149866.5,D9,D4,0.5230350513385629,D10,D4
42,11.025879807842028,130890,215860.5,D10,D2,0.15342214688298217,D7,D7
43,9.177148995,272591,104256.5,D7,D9,0.7394577381322858,D7,D4
34,9.440241160220888,217292.5,66621.5,D5,D6,0.8754212376600181,D6,D4
9,12.267182309611416,266222,5428.5,D2,D9,0.00759089,D3,D9
22,8.956487833630971,102271.5,174760,D10,D1,1.4776404843294264,D5,D3
34,9.016166683976712,113120.5,90317.5,D6,D2,0.41236581266260686,D6,D4
53,12.402748634784269,180408,154592,D9,D4,4.954594210272463,D8,D9
61,8.334605129,143694,53211.5,D5,D3,1.2448298813309826,D8,D3
65,10.94231969170512,195854.5,101844,D7,D5,1.041890007058635,D9,D7
51,6.311306570142837,202555,0,D1,D5,0.5304825076638853,D8,D1
15,9.942716638634758,214668.5,65799.5,D5,D6,0.4543441692226695,D4,D5
14,7.042268045900681,111241.5,11995.5,D2,D2,3.581433946835243,D4,D2
3,8.634720195561068,270608,30540,D3,D9,0.7605909442144387,D1,D3
5,9.432656323093376,185896,27558.5,D3,D4,0.441110899,D2,D4
10,9.359060300577202,117963,0,D1,D2,0.7958764531234728,D3,D4
9,6.874595964562364,201104,0,D1,D5,0.5483841097178459,D3,D1
58,6.3000116349049335,161693,64450.5,D5,D3,1.2112253341359116,D8,D1
9,13.924701976637715,145935.5,77516,D6,D3,0.2237634981184291,D3,D10
11,10.69661353396774,203353,143305,D9,D5,1.969324769673225,D3,D7
1,14.827432634151968,193723,0,D1,D5,1.681908471,D1,D10
45,9.638680139705386,251813.5,120064.5,D8,D8,0.4931866471626565,D8,D5
13,11.266963004941315,297469,3186,D2,D10,1.8364455376972897,D3,D7
39,7.573434903866123,136096.5,48574,D4,D2,0.035559362,D7,D2
193,7.046292264096816,116539.5,163089,D10,D2,0.21737268790294006,D10,D2
25,4.905171959016497,24875,272278,D10,D1,2.1363057300750796,D5,D1
20,5.620677617213372,126945,92318,D6,D2,3.1751536706919743,D5,D1
25,12.669644849316017,239948,44180,D4,D7,0.090186894,D5,D9
6,10.474093454928536,172153,146431,D9,D4,0.6766070689378392,D2,D6
2,8.583172529161269,161056.5,68787.5,D5,D3,1.6627805925064152,D1,D3
19,10.59840421836644,197118,148415,D9,D5,0.4420805135439938,D4,D6
70,7.737876497720344,160722,104188.5,D7,D3,0.1495479397739068,D9,D2
101,6.885161894109679,154816,75109,D6,D3,0.5958126239664905,D10,D1
82,7.448960018204732,105492,138065,D9,D2,1.4794869010923604,D9,D2
88,10.215963622282436,321166,0,D1,D10,0.10822838351797515,D9,D6
35,8.796849641481959,240244.5,91975.5,D6,D7,0.45404696758970786,D7,D3
61,6.293668092382382,118686,156699.5,D9,D2,0.5285814471774533,D8,D1
53,6.440407046232826,151775,0,D1,D3,0.7671199284438739,D8,D1
12,13.570403721085492,261017,34811,D4,D9,0.35436378806349467,D3,D10
7,11.273888859573336,186462,99269,D7,D4,1.4682789722194896,D2,D7
49,6.952448659162061,94799,63816,D5,D1,2.816812500078561,D8,D1
7,9.696153249488708,129165.5,152292,D9,D2,0.8735283778084266,D2,D5
11,11.328107606991844,174471,119765.5,D8,D4,0.6113733822930261,D3,D7
65,8.747766647076002,137474.5,120810,D8,D2,3.3074345216674046,D9,D3
17,11.74825310644274,256568,120827,D8,D8,2.4499390769045872,D4,D8
71,7.784350415522875,171278,74710,D6,D4,3.7151558948088432,D9,D2
83,4.925290331220623,138727,36447,D4,D2,0.4234311080063913,D9,D1
20,9.940276129098322,157165,173729,D10,D3,1.1291779667914694,D5,D5
4,11.246649938442449,198127,10555,D2,D5,1.6283384864925905,D1,D7
2,9.939088521402375,258963.5,33820,D3,D9,1.2862164159273552,D1,D5
49,11.169948664652726,236499,47144,D4,D7,0.12484821781558164,D8,D7
49,11.459154248506731,311031.5,37548.5,D4,D10,0.3115302559954811,D8,D8
145,6.28155213,132279.5,135574.5,D9,D2,0.5224885292195376,D10,D1
21,10.39472062174571,115335,163456,D10,D2,0.168031539,D5,D6
20,7.491612305290447,189134,82192,D6,D4,2.389298133838376,D5,D2
8,11.880360662751515,222641,129889.5,D8,D6,2.6799367531672065,D2,D8
16,8.767642092148686,240914,9497,D2,D8,1.312027159832856,D4,D3
8,8.998196036594834,261999,114713.5,D8,D9,1.3792410474464303,D2,D4
146,8.169520849805584,131833.5,151239.5,D9,D2,0.9916992568980554,D10,D2
56,5.804861020275165,194497,46680,D4,D5,0.440064612,D8,D1
156,6.219518042576965,93227,208271,D10,D1,0.831075535,D10,D1
38,8.810671962847298,211912,3538,D2,D6,2.2415914146797187,D7,D3
44,10.333892187442364,226532.5,141003,D9,D7,1.9905035873467547,D7,D6
1,15.169460391625543,275177,19464.5,D3,D9,0.10035557067820733,D1,D10
8,9.489243454463614,119167,247691,D10,D2,2.3399148300833588,D2,D5
57,7.299064212,86591,1309,D2,D1,3.365918466,D8,D2
12,11.829278249315951,231293,68772.5,D5,D7,0.14913493422200563,D3,D8
11,9.986067627364976,272490,28293,D3,D9,2.9816482410766776,D3,D5
86,7.424139172316398,131065,139936.5,D9,D2,1.9648788958605037,D9,D2
6,4.749088969219507,176536.5,37255,D4,D4,1.1157350427391144,D2,D1
54,8.551352298196651,231939,163142,D10,D7,3.233593858622015,D8,D3
38,8.930423445540447,199515.5,0,D1,D5,0.4406577407859764,D7,D3
68,8.678909845251468,202938,88820,D6,D5,1.0622664773725763,D9,D3
58,10.175922037097225,123619,61814,D5,D2,6.108924730296771,D8,D6
25,9.578296358952468,194385,21756,D3,D5,0.8737856403683635,D5,D5
39,9.125089775650476,150272,73188.5,D6,D3,0.6114862814430904,D7,D4
26,6.997898694012988,212787,142565.5,D9,D6,0.5045733662379721,D5,D1
12,9.535298664,214469,0,D1,D6,0.42731642800079506,D3,D5
37,8.956303098469695,210205.5,49559.5,D4,D6,0.27367017813333483,D7,D3
12,11.30209134722373,210890,111214.5,D8,D6,2.472414213939139,D3,D7
29,9.930215734912672,256557.5,18709,D3,D8,2.273603107771411,D6,D5
43,10.97092524072482,244023.5,47666,D4,D8,0.5903055397233627,D7,D7
49,7.534919442228531,102338,156582,D9,D1,0.5351713753667058,D8,D2
34,10.670207370804084,176053.5,5703.5,D2,D4,2.396683151608828,D6,D7
165,6.308754779073471,172349,27763,D3,D4,0.6708359066800824,D10,D1
5,8.399226974508352,134719.5,189530,D10,D2,0.6461986556351444,D2,D3
105,7.356051864887667,254698,0,D1,D8,2.380208475016353,D10,D2
2,6.7798155805394025,122212.5,89939.5,D6,D2,5.036910976532307,D1,D1
13,9.62674804,197051.5,78241,D6,D5,1.0095734207174818,D3,D5
3,10.169051025687038,232136.5,62585.5,D5,D7,0.13678378220097187,D1,D6
10,9.619263893328576,217889,90119.5,D6,D6,1.6049411675923508,D3,D5
5,11.299442419735444,133230.5,185202,D10,D2,3.0442749140399616,D2,D7
6,5.470579474287123,110984,132586,D9,D2,2.205220234,D2,D1
115,7.419559941643119,54385,0,D1,D1,1.0526001142002253,D10,D2
76,6.273826348159301,68773.5,141755,D9,D1,0.5519850623495017,D9,D1
34,8.153227367945478,142899.5,125292.5,D8,D2,2.1753995108153728,D6,D2
45,5.533274902222412,242036,107168,D7,D8,3.141089796317802,D8,D1
3,13.01295756182754,311009,68257,D5,D10,2.321277889565777,D1,D9
53,6.950088112318604,214436.5,12296,D2,D6,1.6032166286336311,D8,D1
52,7.489785384667343,53633,262539,D10,D1,2.041600542406994,D8,D2
28,9.792331029817388,219395.5,58662.5,D5,D6,0.33644406660323156,D6,D5
15,8.612394735,187318,118453,D8,D4,0.021010249,D4,D3
16,11.465850268056768,143484,8455,D2,D2,0.7449062957223846,D4,D8
37,8.256762266581198,198131,59072.5,D5,D5,2.058044262375116,D7,D2
98,3.767630836915637,43510,219872,D10,D1,0.16283127598725322,D10,D1
2,8.485088434817783,209392.5,116217,D8,D6,0.5563588343026602,D1,D3
29,11.403533290221478,176467,50055,D4,D4,0.8215820483595948,D6,D8
18,10.551176296107952,232452,7776.5,D2,D7,1.010438725335268,D4,D6
14,9.707572408,279225,107014,D7,D9,0.066718219,D4,D5
73,8.210469759180587,255884,104324.5,D7,D8,0.29963291460278185,D9,D2
18,8.446610727818818,191962,27382,D3,D5,0.8226432976541762,D4,D3
13,12.172383596623549,287726,15865.5,D2,D10,0.21832356681245635,D3,D9
80,6.680069833,246259,0,D1,D8,0.6243651690864809,D9,D1
6,8.745463864126647,225998.5,61180,D5,D7,1.94382705,D2,D3
15,8.880419683005401,208048,5595.5,D2,D6,0.21874888153396377,D4,D3
9,9.205880670433675,271931,58847,D5,D9,0.5634111680349836,D3,D4
6,8.406199329757762,309617,10870,D2,D10,0.707333928,D2,D3
11,12.576774989894355,211728,0,D1,D6,0.2297576494653466,D3,D9
45,10.66849561256405,157838.5,141281.5,D9,D3,0.04106431,D8,D7
56,7.978591489818606,186641,62950,D5,D4,0.44202256346066093,D8,D2
24,9.529390211179216,93811,177438,D10,D1,0.3564921334124751,D5,D5
41,6.500367867281458,284593.5,98209,D7,D9,2.0086340803407268,D7,D1
6,9.309265017208824,270446,12945.5,D2,D9,1.565433892620808,D2,D4
49,10.035109661840734,223802.5,69956.5,D5,D7,1.819157654495811,D8,D6
1,16.84350922564717,303973,94274,D7,D10,0.9272835419036287,D1,D10
26,9.332210307995826,185685,93985,D7,D4,2.662165630339201,D5,D4
3,13.764601396498032,261986.5,83578.5,D6,D9,1.6736911218589405,D1,D10
16,10.301672660690537,218243,87245,D6,D6,0.459138023,D4,D6
67,8.168929434446827,317465,46104,D4,D10,1.1539777985091995,D9,D2
27,6.809153391122346,61905,122869.5,D8,D1,1.2537355840880373,D6,D1
84,8.697694614284027,155860.5,192515,D10,D3,0.027285225223048215,D9,D3
39,8.755922130346965,210945,61253.5,D5,D6,1.3989364131178181,D7,D3
20,9.309708605103983,171398.5,37425.5,D4,D4,1.2934231969027792,D5,D4
15,7.046768032,17424.5,227433,D10,D1,2.592122069138137,D4,D2
44,10.46603641906994,240164.5,131280,D8,D7,1.2212520300936713,D7,D6
1,7.249727233767991,49139,290102,D10,D1,1.0065772290101265,D1,D2
12,10.789061991476872,203300,152566.5,D9,D5,0.848332052,D3,D7
5,11.831093646647032,189504,106899,D7,D4,2.397192030122282,D2,D8
22,9.616728129154378,105891,210796,D10,D2,0.8599552888672264,D5,D5
37,9.230832298075892,235632,19310.5,D3,D7,0.5040903206071121,D7,D4
4,11.36442622,187787.5,77679,D6,D4,1.8233984251214768,D1,D8
19,9.702024196372337,307033,0,D1,D10,0.9650673978302686,D4,D5
20,9.660718094,253904.5,83470.5,D6,D8,1.0804946708711762,D5,D5
56,8.460356624240417,195437.5,26745.5,D3,D5,0.40956663,D8,D3
12,12.76011145235798,253169,86497,D6,D8,2.462546434959428,D3,D9
116,6.030831624593538,8710,0,D1,D1,0.7160400262924611,D10,D1
16,9.493564746422123,139777,105217,D7,D2,2.064053934362999,D4,D5
11,8.656925967745918,198753,100094,D7,D5,3.9276272133354446,D3,D3
20,12.53048024689244,271596.5,44209,D4,D9,0.8330412814068691,D5,D9
31,6.904060791594367,210480.5,455.5,D1,D6,2.1848517724355787,D6,D1
30,11.232598765138649,243523.5,112240,D8,D8,3.132187525965648,D6,D7
8,6.421774434134272,143586.5,26406.5,D3,D2,2.3336567478840715,D2,D1
6,10.75817345645986,279959,59735,D5,D9,0.8302124307662098,D2,D7
30,9.285902880663947,197322,124904,D8,D5,1.2816803399328691,D6,D4
40,12.29931613593334,235936,41757,D4,D7,1.678408152198462,D7,D9
45,9.140775182065466,185480.5,120380,D8,D4,1.0701260887719997,D8,D4
39,8.610480782800382,197905.5,56648.5,D5,D5,2.076470829079465,D7,D3
1,9.78535478,186454.5,86365.5,D6,D4,0.8189980587188916,D1,D5
13,5.924813791970599,112192,85632.5,D6,D2,0.4247611508743745,D3,D1
5,10.239146370960784,125515,96868,D7,D2,0.025051451173872863,D2,D6
56,8.325867760388723,212890.5,164.5,D1,D6,1.3706267857204644,D8,D3
19,10.73309786723604,262808.5,44482.5,D4,D9,1.5976468054928752,D4,D7
73,10.034262208552578,246713,46165.5,D4,D8,0.000806576,D9,D6
20,11.925916960735346,25129,260779,D10,D1,5.3980790496540285,D5,D8
11,9.489501855,175173,84154.5,D6,D4,1.3042243475431086,D3,D5
15,9.449160092603236,191902.5,130246,D8,D5,0.3775999907172416,D4,D4
12,10.656221970092812,198670.5,38925.5,D4,D5,0.7621044714126342,D3,D7
7,12.913125273089005,204695,0,D1,D5,0.9672010353695146,D2,D9
9,7.655927483363563,206123.5,33060.5,D3,D5,1.7869175748244022,D3,D2
36,4.774181996166501,173623,0,D1,D4,2.3570697451876503,D7,D1
18,6.934156723482861,84280.5,116041,D8,D1,0.7854166621740655,D4,D1
13,9.530489879075782,163143.5,139811.5,D9,D3,2.5236643744442357,D3,D5
27,11.058844661716174,198439,61681.5,D5,D5,0.23816549970769074,D6,D7
53,11.80920701807398,219502.5,140822.5,D9,D6,1.1632009255111235,D8,D8
126,6.816980448500107,168109.5,78.5,D1,D3,2.437991068048203,D10,D1
22,5.935042657401033,329201,39185,D4,D10,2.0174834362714176,D5,D1
34,8.978745447022972,252805,0,D1,D8,0.7149848241780141,D6,D4
81,4.496028734831777,60674,254527,D10,D1,0.5993210647845375,D9,D1
29,8.617159123,165480,113118,D8,D3,0.7987158925959381,D6,D3
10,10.49125275399004,258215,65101.5,D5,D8,0.9452407483310843,D3,D6
82,8.200060100787498,210391,47958,D4,D6,0.2157894978570578,D9,D2
85,13.37172238648787,129915.5,27823.5,D3,D2,1.1630331514120513,D9,D10
3,11.254210282706406,327586,87735,D6,D10,0.4754762960808758,D1,D7
7,8.740104467566688,232161.5,62658,D5,D7,1.322646568424684,D2,D3
86,7.659291693690895,199207.5,35853,D4,D5,1.8832878336228163,D9,D2
40,6.400097401820396,192637,0,D1,D5,0.9981206446034703,D7,D1
18,11.36144318097472,270328.5,40525.5,D4,D9,1.3404256819290765,D4,D8
23,8.343979514989059,180079.5,69089.5,D5,D4,2.0907601870629717,D5,D3
5,10.029903457390944,201032,111470.5,D8,D5,0.14077166737409996,D2,D6
76,11.80900365895169,110980,108527,D7,D2,0.6416361321368313,D9,D8
25,12.049743941580669,262402,55234.5,D5,D9,0.4980708717684674,D5,D9
10,9.099248355512128,124705.5,178508.5,D10,D2,0.087794191,D3,D4
33,11.473405385495344,251782,60595.5,D5,D8,1.2203906667277264,D6,D8
16,10.11715851,227136,74162,D6,D7,1.7041095379834257,D4,D6
32,10.360621630694832,245442,89752,D6,D8,1.2682553425171665,D6,D6
17,13.078906505728884,211739,145462.5,D9,D6,1.3637870493861417,D4,D9
46,8.454627269102541,161381,119352,D8,D3,0.9386672597603631,D8,D3
