length,GT,post_huber,slope_30m,GT_relief,post_huber_relief,slope_30m_relief
125.4,0.376156944,1.273291933,0.368981978,0.823285047,2.787240184,0.807580943
94.395,0.51236047,0.371340506,0.604831882,0.844138192,0.611793367,0.996499686
146.15,0.693792304,0.346107938,0.304070842,1.769811009,0.882862419,0.775630791
146.106,0.874946589,0.858279535,0.795625617,2.231314159,2.188802933,2.029000214
214.309,1.028461086,1.039043925,0.808963881,3.847266655,3.886863572,3.026047694
207.685,1.902996749,1.572203299,1.36564853,6.900495576,5.700332948,4.951122745
94.406,0.387944601,1.410340957,0.426178443,0.639224354,2.324281944,0.702225268
141.892,0.76886923,2.1441542,4.43864162,1.904205558,5.312440693,11.01426126
54.079,0.636613002,0.381357705,0.322031832,0.600896115,0.359952304,0.303955073
50.24,1.512559409,1.077009039,1.128387351,1.326601076,0.9444903,0.989558243
200.397,0.278220224,0.898028464,0.630311887,0.973107216,3.141190323,2.204659891
202.525,1.416458411,1.580723555,1.233276343,5.007815552,5.58884596,4.359969871
261.263,0.344444262,1.096700848,1.139483615,1.570650161,5.001456545,5.196615981
169.167,0.378152892,0.982161326,0.347355763,1.116520619,2.900136143,1.025587796
194.929,1.507066251,1.945229135,3.384304741,5.128452533,6.620510759,11.52733122
104.933,1.058067839,0.928245045,1.096981007,1.937993619,1.700161179,2.009285434
87.809,0.605155638,0.62574087,0.407238452,0.927469491,0.959021156,0.62412631
52.584,0.458592786,1.227128099,0.221411774,0.420888907,1.126386144,0.203204752
146.226,1.234483554,0.607231634,1.106566605,3.151044138,1.549789151,2.824447648
202.62,1.836027697,1.628885872,2.073731,6.495126241,5.761921813,7.336717439
137.928,1.250159196,2.60377249,2.133856367,3.00998308,6.272374091,5.139203883
85.805,1.367935324,0.640378388,2.450127294,2.048981592,0.959057651,3.671499299
199.948,0.647745158,0.887184518,0.613791171,2.260565578,3.096300464,2.142060254
66.816,0.439375143,0.144877847,0.129715212,0.512391406,0.168950993,0.151268845
105.127,0.561526588,1.306261882,0.310277104,1.030328869,2.397160688,0.569305807
104.149,1.582033623,1.255454062,1.230451352,2.876461532,2.282458089,2.236988193
73.146,0.19376105,0.437580451,0.123620928,0.247363766,0.558642927,0.157819485
85.62,0.095225499,1.034291245,0.450487227,0.142300442,1.545761967,0.673199868
82.905,0.180351006,1.5944019,0.475222739,0.260962494,2.30763978,0.687646542
199.603,0.194248478,1.284849541,0.224320037,0.676711755,4.476818758,0.781474334
166.468,1.064533918,1.539434755,1.683289139,3.093268435,4.473772958,4.892060571
403.495,1.983105946,1.117662069,2.085075945,13.97123875,7.871928267,14.69024976
289.27,0.577438739,0.731523543,0.524729149,2.915421709,3.693453789,2.649281431
230.892,0.852615394,0.982108246,1.749810204,3.436144995,3.958112627,7.053623063
94.438,0.794815055,0.860901911,0.625228667,1.310141165,1.419091849,1.030576583
78.645,1.42414559,2.094355568,1.583377571,1.955205119,2.87602322,2.173919959
62.797,1.394049329,0.726756749,1.935178588,1.528199723,0.796578591,2.121790503
179.976,0.417244198,0.988639715,0.650185299,1.310659703,3.105797386,2.042432681
108.941,0.800374756,0.615285193,0.745872199,1.521914861,1.169935405,1.418265957
196.455,0.183971227,1.45573189,0.214294866,0.630800243,4.992468283,0.734774788
77.331,1.048361784,1.543439056,0.270658229,1.415111451,2.083653728,0.365304869
147.272,1.691301326,1.305483725,1.625620249,4.348552417,3.356171762,4.179585457
193.823,0.453526468,1.203369477,2.412257514,1.534243835,4.071416525,8.16512914
146.469,1.472006145,2.113171996,1.436530976,3.763815039,5.404492423,3.673069059
207.775,1.319356165,1.990633741,1.36271018,4.785303419,7.221656249,4.942606757
69.772,0.573567576,0.952854175,1.084534013,0.698485894,1.160446228,1.32085027
142.777,0.46522087,1.511102499,0.374595368,1.159322737,3.766433071,0.933478266
269.882,0.253751441,0.586513267,0.228847932,1.195260712,2.762767241,1.077954898
104.976,0.354728061,0.910407699,0.593384589,0.649932841,1.668168292,1.08722437
82.545,1.631116176,1.023349577,1.129264595,2.350554799,1.474478141,1.627121907
94.406,0.52257684,1.009356748,0.431411616,0.861071402,1.663284672,0.710848427
104.83,1.0264054,0.857377604,0.81661452,1.878141645,1.56879973,1.494202503
78.89,0.037094297,0.086025909,1.728146547,0.051074783,0.118448324,2.380189952
86.647,0.239821744,0.873996625,0.177429723,0.362678651,1.321826153,0.268323469
73.33,0.29466087,1.369129247,0.100540281,0.377125022,1.752613585,0.128676605
56.585,0.296999464,1.908551781,1.060332284,0.293317682,1.885572807,1.047297956
146.437,0.433986677,1.749508711,0.458434722,1.109207746,4.472798187,1.171696039
48.182,0.886933019,0.149192595,3.826235809,0.745912191,0.12546149,3.222405514
207.55,0.857866453,0.828766906,0.658050018,3.107794151,3.002360212,2.38384551
120.815,0.865125909,2.662796344,0.426362089,1.82436004,5.618870344,0.899052026
189.66,0.179923122,1.377940984,0.175025225,0.595581938,4.562128065,0.579368807
75.092,1.512392937,1.318220766,4.131467717,1.982606669,1.727968522,5.424116704
